OSN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,%,State,Constituency,ST_CODE,PC_CODE
3,SELVARAJ M,Communist Party of India,479661,0,479661,51.87,Tamil Nadu,Nagapattinam,S22,29
4,AMBIKAPATHI D,"Makkal Sananayaga Kudiyarasu Katchi,",2694,0,2694,0.29,Tamil Nadu,Nagapattinam,S22,29
5,GURUVIAH K,Makkal Needhi Maiam,13694,0,13694,1.48,Tamil Nadu,Nagapattinam,S22,29
6,MALATHI P,Naam Tamilar Katchi,48476,0,48476,5.24,Tamil Nadu,Nagapattinam,S22,29
7,VEDARETHINAM G,Anti Corruption Dynamic Party,846,0,846,0.09,Tamil Nadu,Nagapattinam,S22,29
8,JAYALAKSHMI,Tamil Nadu Ilangyar Katchi,1100,0,1100,0.12,Tamil Nadu,Nagapattinam,S22,29
9,SAMPATH R,Independent,1451,0,1451,0.16,Tamil Nadu,Nagapattinam,S22,29
10,SAMBATHKUMAR A,Independent,1953,0,1953,0.21,Tamil Nadu,Nagapattinam,S22,29
11,SIVAKUMAR P,Independent,1176,0,1176,0.13,Tamil Nadu,Nagapattinam,S22,29
12,SENGODI T,Independent,64842,0,64842,7.01,Tamil Nadu,Nagapattinam,S22,29
13,SOUNDARARAJAN M,Independent,1040,0,1040,0.11,Tamil Nadu,Nagapattinam,S22,29
14,PREM S,Independent,3017,0,3017,0.33,Tamil Nadu,Nagapattinam,S22,29
15,JAGADEESH J,Independent,2271,0,2271,0.25,Tamil Nadu,Nagapattinam,S22,29
16,NOTA,None of the Above,8834,0,8834,0.96,Tamil Nadu,Nagapattinam,S22,29
1,"PALANIMANICKAM,S.S.",Dravida Munnetra Kazhagam,575295,0,575295,55.49,Tamil Nadu,Thanjavur,S22,30
2,"STALIN,R.",Bahujan Samaj Party,5741,0,5741,0.55,Tamil Nadu,Thanjavur,S22,30
3,"KRISHNAKUMAR,N.",Naam Tamilar Katchi,56707,0,56707,5.47,Tamil Nadu,Thanjavur,S22,30
4,SAMPATH RAMADOSS,Makkal Needhi Maiam,22948,0,22948,2.21,Tamil Nadu,Thanjavur,S22,30
5,"NATARAJAN,N.R .",Tamil Maanila Congress  (Moopanar),217183,0,217183,20.95,Tamil Nadu,Thanjavur,S22,30
6,"PANASAIARANGAN,K.N.",Desiya Makkal Sakthi Katchi,2007,0,2007,0.19,Tamil Nadu,Thanjavur,S22,30
7,"ABDULBUHARI,K .",Independent,1224,0,1224,0.12,Tamil Nadu,Thanjavur,S22,30
8,"SAMANTHA,K.S.",Independent,2603,0,2603,0.25,Tamil Nadu,Thanjavur,S22,30
9,"SELVARAJ,R .",Independent,27838,0,27838,2.69,Tamil Nadu,Thanjavur,S22,30
10,"MUTHUVEL,S .",Independent,4427,0,4427,0.43,Tamil Nadu,Thanjavur,S22,30
11,"MURUGESAN, P.",Independent,100568,0,100568,9.7,Tamil Nadu,Thanjavur,S22,30
12,"VIJAYAKUMAR,T.",Independent,5358,0,5358,0.52,Tamil Nadu,Thanjavur,S22,30
13,NOTA,None of the Above,14792,0,14792,1.43,Tamil Nadu,Thanjavur,S22,30
1,KARTI P CHIDAMBARAM,Indian National Congress,517734,0,517734,52.46,Tamil Nadu,Sivaganga,S22,31
2,SARAVANAN.K,Bahujan Samaj Party,4520,0,4520,0.46,Tamil Nadu,Sivaganga,S22,31
3,H.RAJA,Bharatiya Janata Party,209866,0,209866,21.27,Tamil Nadu,Sivaganga,S22,31
4,V.SAKTHI PRIYA,Naam Tamilar Katchi,65853,0,65853,6.67,Tamil Nadu,Sivaganga,S22,31
5,KAVINGNAR SNEKAN,Makkal Needhi Maiam,21305,0,21305,2.16,Tamil Nadu,Sivaganga,S22,31
6,ARIMALAM THIAGI.SUBRAMANIAN MUTHURAJA,Agila India Makkal Kazhagam,1154,0,1154,0.12,Tamil Nadu,Sivaganga,S22,31
7,M.PRABHAKARAN,Tamil Nadu Ilangyar Katchi,1126,0,1126,0.11,Tamil Nadu,Sivaganga,S22,31
8,A.VELLADURAI,Ezhuchi Tamilargal Munnetra Kazhagam,2456,0,2456,0.25,Tamil Nadu,Sivaganga,S22,31
9,A.ANTONY SESU RAJA,Independent,1034,0,1034,0.1,Tamil Nadu,Sivaganga,S22,31
10,L.KASINATHAN,Independent,1636,0,1636,0.17,Tamil Nadu,Sivaganga,S22,31
11,N.KARTHICK,Independent,1292,0,1292,0.13,Tamil Nadu,Sivaganga,S22,31
12,C.SARAVANAN,Independent,1834,0,1834,0.19,Tamil Nadu,Sivaganga,S22,31
13,SINGADURAI.R,Independent,3531,0,3531,0.36,Tamil Nadu,Sivaganga,S22,31
14,C.CHIDAMBARAM,Independent,1142,0,1142,0.12,Tamil Nadu,Sivaganga,S22,31
15,M.CHINNAIAH,Independent,1119,0,1119,0.11,Tamil Nadu,Sivaganga,S22,31
16,SENTHAMILSELVI.R,Independent,3151,0,3151,0.32,Tamil Nadu,Sivaganga,S22,31
17,SENTHIL KUMAR.C,Independent,4191,0,4191,0.42,Tamil Nadu,Sivaganga,S22,31
18,K.CHELLAKKANNU,Independent,3472,0,3472,0.35,Tamil Nadu,Sivaganga,S22,31
19,P.SELVARAJ,Independent,2259,0,2259,0.23,Tamil Nadu,Sivaganga,S22,31
20,R.NATARAJAN,Independent,1165,0,1165,0.12,Tamil Nadu,Sivaganga,S22,31
21,V.PANDI,Independent,111363,0,111363,11.28,Tamil Nadu,Sivaganga,S22,31
22,M.MOHAMMED RABEEK,Independent,1273,0,1273,0.13,Tamil Nadu,Sivaganga,S22,31
23,A.RADHA KRISHNAN,Independent,808,0,808,0.08,Tamil Nadu,Sivaganga,S22,31
24,M.RAJASEKAR,Independent,1935,0,1935,0.2,Tamil Nadu,Sivaganga,S22,31
25,M.RAJA,Independent,2543,0,2543,0.26,Tamil Nadu,Sivaganga,S22,31
26,P.RAJENDHIRAN,Independent,10426,0,10426,1.06,Tamil Nadu,Sivaganga,S22,31
27,NOTA,None of the Above,8666,0,8666,0.88,Tamil Nadu,Sivaganga,S22,31
1,DHAVAMANI A,Bahujan Samaj Party,2633,0,2633,0.26,Tamil Nadu,Madurai,S22,32
2,RAJ SATYEN V.V.R,All India Anna Dravida Munnetra Kazhagam,306256,0,306256,30.36,Tamil Nadu,Madurai,S22,32
3,VENKATESAN S,Communist Party of India  (Marxist),442935,0,442935,43.91,Tamil Nadu,Madurai,S22,32
4,ALAGAR P,Desiya Makkal Sakthi Katchi,2624,0,2624,0.26,Tamil Nadu,Madurai,S22,32
5,ALAGAR M,Makkal Needhi Maiam,84656,0,84656,8.39,Tamil Nadu,Madurai,S22,32
6,PANDIAMMAL J,Naam Tamilar Katchi,42576,0,42576,4.22,Tamil Nadu,Madurai,S22,32
7,MAYALAGAN N,Tamil Nadu Ilangyar Katchi,951,0,951,0.09,Tamil Nadu,Madurai,S22,32
8,ANNADURAI P,Independent,711,0,711,0.07,Tamil Nadu,Madurai,S22,32
9,RAMASAMY T,Independent,914,0,914,0.09,Tamil Nadu,Madurai,S22,32
10,GOPALAKRISHNAN S,Independent,548,0,548,0.05,Tamil Nadu,Madurai,S22,32
11,GOPALAKRISHNAN M,Independent,1908,0,1908,0.19,Tamil Nadu,Madurai,S22,32
12,SHANMUGHAM V,Independent,848,0,848,0.08,Tamil Nadu,Madurai,S22,32
13,DAVID ANNADURAI K,Independent,85046,0,85046,8.43,Tamil Nadu,Madurai,S22,32
14,DHARMAR P,Independent,1834,0,1834,0.18,Tamil Nadu,Madurai,S22,32
15,NAGA JOTHI K,Independent,999,0,999,0.1,Tamil Nadu,Madurai,S22,32
16,PASUMPON PANDIAN S,Independent,2269,0,2269,0.22,Tamil Nadu,Madurai,S22,32
17,BALACHANDRAN T,Independent,935,0,935,0.09,Tamil Nadu,Madurai,S22,32
18,PALPANDI M,Independent,2615,0,2615,0.26,Tamil Nadu,Madurai,S22,32
19,BRITTO JAI SINGH M,Independent,1498,0,1498,0.15,Tamil Nadu,Madurai,S22,32
20,BOOMINATHAN K,Independent,913,0,913,0.09,Tamil Nadu,Madurai,S22,32
21,BOOMI RAJAN K,Independent,786,0,786,0.08,Tamil Nadu,Madurai,S22,32
22,MUTHUKUMAR T,Independent,611,0,611,0.06,Tamil Nadu,Madurai,S22,32
23,MOHAN N,Independent,1351,0,1351,0.13,Tamil Nadu,Madurai,S22,32
24,RAMESH K.K,Independent,704,0,704,0.07,Tamil Nadu,Madurai,S22,32
25,VENKATESAN M,Independent,1767,0,1767,0.18,Tamil Nadu,Madurai,S22,32
26,VENKATESWARAN S,Independent,689,0,689,0.07,Tamil Nadu,Madurai,S22,32
27,SHOBANA S,Independent,3127,0,3127,0.31,Tamil Nadu,Madurai,S22,32
28,NOTA,None of the Above,16068,0,16068,1.59,Tamil Nadu,Madurai,S22,32
1,"ARUMUGAM, S.",Bahujan Samaj Party,2431,0,2431,0.31,Tamil Nadu,Theni,S22,33
2,"ELANGOVAN, E.V.K.S.",Indian National Congress,289015,0,289015,36.68,Tamil Nadu,Theni,S22,33
3,"RAVEENDRANATH KUMAR, P",All India Anna Dravida Munnetra Kazhagam,342081,0,342081,43.41,Tamil Nadu,Theni,S22,33
4,"ALLIKKODI, P.",Samajwadi Forward Bloc,2747,0,2747,0.35,Tamil Nadu,Theni,S22,33
5,SHAGUL HAMEED,Naam Tamilar Katchi,18367,0,18367,2.33,Tamil Nadu,Theni,S22,33
6,"CHINNASATHIYAMOORTHY, T.",SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1797,0,1797,0.23,Tamil Nadu,Theni,S22,33
7,"RADHAKRISHNAN, S.",Makkal Needhi Maiam,10773,0,10773,1.37,Tamil Nadu,Theni,S22,33
8,"RAMARAJ, G.",Ulzaipali Makkal Katchy,495,0,495,0.06,Tamil Nadu,Theni,S22,33
9,"ALEXPANDIAN, S.",Independent,2087,0,2087,0.26,Tamil Nadu,Theni,S22,33
10,ANNAKILI,Independent,3411,0,3411,0.43,Tamil Nadu,Theni,S22,33
11,"RAVICHANDRAN, K.",Independent,794,0,794,0.1,Tamil Nadu,Theni,S22,33
12,ESWARAN,Independent,576,0,576,0.07,Tamil Nadu,Theni,S22,33
13,GUNASINGH,Independent,444,0,444,0.06,Tamil Nadu,Theni,S22,33
14,"KUMARAGURUBARAN, P.",Independent,1063,0,1063,0.13,Tamil Nadu,Theni,S22,33
15,"KESAVARAJA, J.",Independent,1021,0,1021,0.13,Tamil Nadu,Theni,S22,33
16,"SILAMBARASAN, P.",Independent,2805,0,2805,0.36,Tamil Nadu,Theni,S22,33
17,"SIVAMUNIYANDI, A.",Independent,1200,0,1200,0.15,Tamil Nadu,Theni,S22,33
18,"SENTHILKUMAR, J.",Independent,1475,0,1475,0.19,Tamil Nadu,Theni,S22,33
19,THANGA TAMILSELVAN,Independent,93661,0,93661,11.89,Tamil Nadu,Theni,S22,33
20,"PARTHIPAN, G.",Independent,1154,0,1154,0.15,Tamil Nadu,Theni,S22,33
21,"PRAKASH, P.",Independent,551,0,551,0.07,Tamil Nadu,Theni,S22,33
22,"MANIMURUGAN, C.",Independent,224,0,224,0.03,Tamil Nadu,Theni,S22,33
23,"RAMACHANDRAN, K.",Independent,204,0,204,0.03,Tamil Nadu,Theni,S22,33
24,"RAMAMURTHI, S.",Independent,200,0,200,0.03,Tamil Nadu,Theni,S22,33
25,"RAJASEKARAN, V.",Independent,203,0,203,0.03,Tamil Nadu,Theni,S22,33
26,"RAJARISHIGURUDEV, S.",Independent,417,0,417,0.05,Tamil Nadu,Theni,S22,33
27,"RAJKUMAR, P.",Independent,182,0,182,0.02,Tamil Nadu,Theni,S22,33
28,"VELMURUGAN, S.P.",Independent,593,0,593,0.08,Tamil Nadu,Theni,S22,33
29,"VAIYATHURAI, A.",Independent,679,0,679,0.09,Tamil Nadu,Theni,S22,33
30,"JEYAMANI, K.",Independent,314,0,314,0.04,Tamil Nadu,Theni,S22,33
31,NOTA,None of the Above,7016,0,7016,0.89,Tamil Nadu,Theni,S22,33
1,"ALAGARSAMY, R.",Desiya Murpokku Dravida Kazhagam,315055,0,315055,29.57,Tamil Nadu,Virudhunagar,S22,34
2,"PERUMALSAMY, M.",Bahujan Samaj Party,3707,0,3707,0.35,Tamil Nadu,Virudhunagar,S22,34
3,"MANICKAM TAGORE, B.",Indian National Congress,464667,0,464667,43.62,Tamil Nadu,Virudhunagar,S22,34
4,"ARULMOZHITHEVAN, K.",Naam Tamilar Katchi,52591,0,52591,4.94,Tamil Nadu,Virudhunagar,S22,34
5,"KAVITHA, A.",Ahila India Dhayaga Makkal Munnetra Katchi,1632,0,1632,0.15,Tamil Nadu,Virudhunagar,S22,34
6,"SAKKARAVARTHY, P.",All  India Puratchi Thalaivar Makkal Munnettra Kazhagam,2731,0,2731,0.26,Tamil Nadu,Virudhunagar,S22,34
7,"PACKIARAJ, E.",Tamil Nadu Ilangyar Katchi,1529,0,1529,0.14,Tamil Nadu,Virudhunagar,S22,34
8,"MANIKANDAN, R.",Ezhuchi Tamilargal Munnetra Kazhagam,1964,0,1964,0.18,Tamil Nadu,Virudhunagar,S22,34
9,"MUNIYASAMY, V.",Makkal Needhi Maiam,56815,0,56815,5.33,Tamil Nadu,Virudhunagar,S22,34
10,"ALAGARSAMY, N.",Independent,3723,0,3723,0.35,Tamil Nadu,Virudhunagar,S22,34
11,"ELANGO, S.",Independent,935,0,935,0.09,Tamil Nadu,Virudhunagar,S22,34
12,"UMAYORUBAGAM, M.",Independent,788,0,788,0.07,Tamil Nadu,Virudhunagar,S22,34
13,"GANESHKUMAR, S.",Independent,1622,0,1622,0.15,Tamil Nadu,Virudhunagar,S22,34
14,"KALYANASUNDARAM, A.",Independent,2479,0,2479,0.23,Tamil Nadu,Virudhunagar,S22,34
15,"GOVINDAN, A.",Independent,4194,0,4194,0.39,Tamil Nadu,Virudhunagar,S22,34
16,"SANKARANARAYANAN, N.",Independent,3701,0,3701,0.35,Tamil Nadu,Virudhunagar,S22,34
17,"SABARI PONRAJ, B.",Independent,5662,0,5662,0.53,Tamil Nadu,Virudhunagar,S22,34
18,"SUGAN RAJEEV, M.",Independent,2435,0,2435,0.23,Tamil Nadu,Virudhunagar,S22,34
19,"SENTHILKUMAR, S.",Independent,2714,0,2714,0.25,Tamil Nadu,Virudhunagar,S22,34
20,"SELVAKUMAR, M.",Independent,842,0,842,0.08,Tamil Nadu,Virudhunagar,S22,34
21,"ADVOCATE.THANGAPANDIAN, M.",Independent,1495,0,1495,0.14,Tamil Nadu,Virudhunagar,S22,34
22,"Dr.DHANUSHKODI, M.",Independent,3108,0,3108,0.29,Tamil Nadu,Virudhunagar,S22,34
23,"THIAGARAJAN, P.I.D.",Independent,850,0,850,0.08,Tamil Nadu,Virudhunagar,S22,34
24,"PARAMASIVA IYYAPPAN, S.",Independent,107033,0,107033,10.05,Tamil Nadu,Virudhunagar,S22,34
25,"PALANICHAMY KUDUMBAR, P.",Independent,1060,0,1060,0.1,Tamil Nadu,Virudhunagar,S22,34
26,"BACKIYARAJ, K.",Independent,822,0,822,0.08,Tamil Nadu,Virudhunagar,S22,34
27,"BALACHANDAR, N.",Independent,1812,0,1812,0.17,Tamil Nadu,Virudhunagar,S22,34
28,"VALLINAYAGAM, N.",Independent,2289,0,2289,0.21,Tamil Nadu,Virudhunagar,S22,34
29,NOTA,None of the Above,17087,0,17087,1.6,Tamil Nadu,Virudhunagar,S22,34
1,NAINAR NAGENTHRAN,Bharatiya Janata Party,255059,0,255059,31.66,Tamil Nadu,Ramanathapuram,S22,35
2,K. PANCHATCHARAM,Bahujan Samaj Party,2963,0,2963,0.37,Tamil Nadu,Ramanathapuram,S22,35
3,G. KESAV YADAV,Purvanchal Janta Party (Secular),2280,0,2280,0.28,Tamil Nadu,Ramanathapuram,S22,35
4,K. NAVASKANI,Indian Union Muslim League,353372,0,353372,43.87,Tamil Nadu,Ramanathapuram,S22,35
5,T. BHUVANESWARI,Naam Tamilar Katchi,36213,0,36213,4.5,Tamil Nadu,Ramanathapuram,S22,35
6,P. LOGANATHAN,Pragatishil Samajwadi Party (Lohia),1379,0,1379,0.17,Tamil Nadu,Ramanathapuram,S22,35
7,VIJAYA BASKAR,Makkal Needhi Maiam,11556,0,11556,1.43,Tamil Nadu,Ramanathapuram,S22,35
8,ASAN ALI. A,Independent,1143,0,1143,0.14,Tamil Nadu,Ramanathapuram,S22,35
9,ALLA PICHAI,Independent,678,0,678,0.08,Tamil Nadu,Ramanathapuram,S22,35
10,ANANDARAJ. M,Independent,1189,0,1189,0.15,Tamil Nadu,Ramanathapuram,S22,35
11,C. ANANTH,Independent,3772,0,3772,0.47,Tamil Nadu,Ramanathapuram,S22,35
12,"V.D.N. ANANDH. B.E.,",Independent,109979,0,109979,13.65,Tamil Nadu,Ramanathapuram,S22,35
13,N. KATHIRAVAN,Independent,1378,0,1378,0.17,Tamil Nadu,Ramanathapuram,S22,35
14,KARUPPASAMY. N,Independent,1763,0,1763,0.22,Tamil Nadu,Ramanathapuram,S22,35
15,B. KRISHNARAJA,Independent,760,0,760,0.09,Tamil Nadu,Ramanathapuram,S22,35
16,K. KURUNTHAPPAN,Independent,3442,0,3442,0.43,Tamil Nadu,Ramanathapuram,S22,35
17,DEVA SITHAM. I,Independent,3349,0,3349,0.42,Tamil Nadu,Ramanathapuram,S22,35
18,PRABHAKARAN. S,Independent,1446,0,1446,0.18,Tamil Nadu,Ramanathapuram,S22,35
19,S. MOHAMED ALI JINNAH,Independent,1123,0,1123,0.14,Tamil Nadu,Ramanathapuram,S22,35
20,RAJANIKANTH AGAMUDAIYAR,Independent,2766,0,2766,0.34,Tamil Nadu,Ramanathapuram,S22,35
21,V. VINAYAGAMOORTHY,Independent,1059,0,1059,0.13,Tamil Nadu,Ramanathapuram,S22,35
22,JAWAHIRALI. H,Independent,1806,0,1806,0.22,Tamil Nadu,Ramanathapuram,S22,35
23,JEYAPANDIAN. R,Independent,1128,0,1128,0.14,Tamil Nadu,Ramanathapuram,S22,35
24,NOTA,None of the Above,5977,0,5977,0.74,Tamil Nadu,Ramanathapuram,S22,35
1,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,555633,2798,558431,56.77,Tamil Nadu,Thoothukkudi,S22,36
2,"SIVA, V.",Bahujan Samaj Party,2894,18,2912,0.3,Tamil Nadu,Thoothukkudi,S22,36
3,DR. TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,213368,1437,214805,21.84,Tamil Nadu,Thoothukkudi,S22,36
4,GABRIEL JAMES FERNANDO,People's Party of India(secular),2527,3,2530,0.26,Tamil Nadu,Thoothukkudi,S22,36
5,"CHRISTANTINE RAJASEKAR, S.",Naam Tamilar Katchi,48335,408,48743,4.95,Tamil Nadu,Thoothukkudi,S22,36
6,"PON KUMARAN, T.P.S.",Makkal Needhi Maiam,25457,106,25563,2.6,Tamil Nadu,Thoothukkudi,S22,36
7,"MAHARAJAN, M.",Pragatishil Samajwadi Party (Lohia),2901,11,2912,0.3,Tamil Nadu,Thoothukkudi,S22,36
8,"RAJAKUMAR NAIDU, E.V.S.",Tamil Telugu National Party,2492,7,2499,0.25,Tamil Nadu,Thoothukkudi,S22,36
9,RAJKUMAR POLIAH,Universal Brotherhood Movement,683,1,684,0.07,Tamil Nadu,Thoothukkudi,S22,36
10,"JAYA GANESH, D.",Naam Indiar Party,898,5,903,0.09,Tamil Nadu,Thoothukkudi,S22,36
11,"GERMANUS, S.",Christian Democratic Front,489,3,492,0.05,Tamil Nadu,Thoothukkudi,S22,36
12,"ANTO HILLERY, M.",Independent,917,3,920,0.09,Tamil Nadu,Thoothukkudi,S22,36
13,AMALAN RAJIV BONIFAS,Independent,1996,2,1998,0.2,Tamil Nadu,Thoothukkudi,S22,36
14,"GANESAN, M.",Independent,1436,7,1443,0.15,Tamil Nadu,Thoothukkudi,S22,36
15,"GURU, K.",Independent,2257,3,2260,0.23,Tamil Nadu,Thoothukkudi,S22,36
16,"SANKARALINGAM, M.",Independent,3018,0,3018,0.31,Tamil Nadu,Thoothukkudi,S22,36
17,"SARAVANAN, G.",Independent,2126,0,2126,0.22,Tamil Nadu,Thoothukkudi,S22,36
18,"SUNMAN, V.",Independent,609,2,611,0.06,Tamil Nadu,Thoothukkudi,S22,36
19,"SIVANESWARAN, J.",Independent,5161,51,5212,0.53,Tamil Nadu,Thoothukkudi,S22,36
20,"SUBHASHINI MALLATHI, R.C.",Independent,7861,156,8017,0.81,Tamil Nadu,Thoothukkudi,S22,36
21,"SELVIN, B.",Independent,911,2,913,0.09,Tamil Nadu,Thoothukkudi,S22,36
22,"SENAI NATARAJAN, R.",Independent,470,1,471,0.05,Tamil Nadu,Thoothukkudi,S22,36
23,"BALA MURUGAN, P.",Independent,1684,2,1686,0.17,Tamil Nadu,Thoothukkudi,S22,36
24,"Er.PRADEEP GANESAN, M.P.",Independent,880,0,880,0.09,Tamil Nadu,Thoothukkudi,S22,36
25,"Dr. BHUVANESWARAN, M.",Independent,75936,297,76233,7.75,Tamil Nadu,Thoothukkudi,S22,36
26,"PONRAJ, S.",Independent,554,1,555,0.06,Tamil Nadu,Thoothukkudi,S22,36
27,"PONNUSAMY, M.",Independent,431,1,432,0.04,Tamil Nadu,Thoothukkudi,S22,36
28,"MARAKATHA RAGHAVA RAJ, T.",Independent,426,0,426,0.04,Tamil Nadu,Thoothukkudi,S22,36
29,"RAMESH, A.",Independent,663,1,664,0.07,Tamil Nadu,Thoothukkudi,S22,36
30,"RAVI SANKAR, J.",Independent,485,0,485,0.05,Tamil Nadu,Thoothukkudi,S22,36
31,"RAMA KRISHNAN, M.",Independent,468,0,468,0.05,Tamil Nadu,Thoothukkudi,S22,36
32,"RAMAKRISHNAN, P.",Independent,1657,3,1660,0.17,Tamil Nadu,Thoothukkudi,S22,36
33,"RAJALINGAM, M.",Independent,1845,1,1846,0.19,Tamil Nadu,Thoothukkudi,S22,36
34,"LOURDES, S.",Independent,458,1,459,0.05,Tamil Nadu,Thoothukkudi,S22,36
35,"JEYARAJ, A.",Independent,475,0,475,0.05,Tamil Nadu,Thoothukkudi,S22,36
36,"JAMES, G.",Independent,403,1,404,0.04,Tamil Nadu,Thoothukkudi,S22,36
37,"JASPER GNANA MARTIN, G.",Independent,433,1,434,0.04,Tamil Nadu,Thoothukkudi,S22,36
38,NOTA,None of the Above,9049,121,9170,0.93,Tamil Nadu,Thoothukkudi,S22,36
1,Dr.KRISHNASAMY.K,All India Anna Dravida Munnetra Kazhagam,354216,0,354216,33.54,Tamil Nadu,Tenkasi,S22,37
2,DHANUSH.M.KUMAR,Dravida Munnetra Kazhagam,470346,0,470346,44.54,Tamil Nadu,Tenkasi,S22,37
3,MATHIVANAN.S.S,Naam Tamilar Katchi,58855,0,58855,5.57,Tamil Nadu,Tenkasi,S22,37
4,MUNESHWARAN. K,Makkal Needhi Maiam,23844,0,23844,2.26,Tamil Nadu,Tenkasi,S22,37
5,RAVI. K,Anti Corruption Dynamic Party,1165,0,1165,0.11,Tamil Nadu,Tenkasi,S22,37
6,SIVAJAYAPRAKASH.S,Independent,1939,0,1939,0.18,Tamil Nadu,Tenkasi,S22,37
7,SUNDARAM.N,Independent,1486,0,1486,0.14,Tamil Nadu,Tenkasi,S22,37
8,SUBBIAH. S,Independent,804,0,804,0.08,Tamil Nadu,Tenkasi,S22,37
9,SURIYARAGUPATHI. T,Independent,3000,0,3000,0.28,Tamil Nadu,Tenkasi,S22,37
10,SELVAKUMAR. M,Independent,2222,0,2222,0.21,Tamil Nadu,Tenkasi,S22,37
11,THANGARAJ. C,Independent,723,0,723,0.07,Tamil Nadu,Tenkasi,S22,37
12,DHANUSKODI.P,Independent,1241,0,1241,0.12,Tamil Nadu,Tenkasi,S22,37
13,THAMARAI SELVAM. K,Independent,1471,0,1471,0.14,Tamil Nadu,Tenkasi,S22,37
14,DEEPAN ARUN.A,Independent,1964,0,1964,0.19,Tamil Nadu,Tenkasi,S22,37
15,PALANI SAMY.S,Independent,2946,0,2946,0.28,Tamil Nadu,Tenkasi,S22,37
16,BHARATHARAJ. S,Independent,4226,0,4226,0.4,Tamil Nadu,Tenkasi,S22,37
17,PERUMALSAMY. S,Independent,4327,0,4327,0.41,Tamil Nadu,Tenkasi,S22,37
18,PONNUSAMY.R,Independent,3302,0,3302,0.31,Tamil Nadu,Tenkasi,S22,37
19,PONNUTHAI.G,Independent,2424,0,2424,0.23,Tamil Nadu,Tenkasi,S22,37
20,PONNUTHAI. S,Independent,91130,0,91130,8.63,Tamil Nadu,Tenkasi,S22,37
21,PONNUTHAI. M,Independent,1118,0,1118,0.11,Tamil Nadu,Tenkasi,S22,37
22,PONNUTHAI.M,Independent,4723,0,4723,0.45,Tamil Nadu,Tenkasi,S22,37
23,MUTHUMURUGAN. M,Independent,1728,0,1728,0.16,Tamil Nadu,Tenkasi,S22,37
24,MOORTHY. D,Independent,1980,0,1980,0.19,Tamil Nadu,Tenkasi,S22,37
25,VAIRAVAN. P,Independent,996,0,996,0.09,Tamil Nadu,Tenkasi,S22,37
26,NOTA,None of the Above,13900,0,13900,1.32,Tamil Nadu,Tenkasi,S22,37
1,ESSAKKIAMMAL E,Bahujan Samaj Party,3432,0,3432,0.33,Tamil Nadu,Tirunelveli,S22,38
2,GNANATHIRAVIAM S,Dravida Munnetra Kazhagam,517219,0,517219,50.12,Tamil Nadu,Tirunelveli,S22,38
3,PAUL MANOJ PANDIAN,All India Anna Dravida Munnetra Kazhagam,335963,0,335963,32.56,Tamil Nadu,Tirunelveli,S22,38
4,SATHYA B,Naam Tamilar Katchi,49491,0,49491,4.8,Tamil Nadu,Tirunelveli,S22,38
5,SIVASANKAR S,Jammu & Kashmir National Panthers Party,1248,0,1248,0.12,Tamil Nadu,Tirunelveli,S22,38
6,SELVAGANESAN R,United States of India Party,1237,0,1237,0.12,Tamil Nadu,Tirunelveli,S22,38
7,RAMAKRISHNAN N,Naam Indiar Party,1687,0,1687,0.16,Tamil Nadu,Tirunelveli,S22,38
8,VENNIMALAI M,Makkal Needhi Maiam,22939,0,22939,2.22,Tamil Nadu,Tirunelveli,S22,38
9,INDURANI S,Independent,885,0,885,0.09,Tamil Nadu,Tirunelveli,S22,38
10,KAMALA KANNAN,Independent,477,0,477,0.05,Tamil Nadu,Tirunelveli,S22,38
11,SELVA PRAKASH R,Independent,778,0,778,0.08,Tamil Nadu,Tirunelveli,S22,38
12,BAGAVATHIKESAN T,Independent,879,0,879,0.09,Tamil Nadu,Tirunelveli,S22,38
13,PAUL SOLOMON PANDIAN,Independent,1406,0,1406,0.14,Tamil Nadu,Tirunelveli,S22,38
14,MAHARAJAN A,Independent,3938,0,3938,0.38,Tamil Nadu,Tirunelveli,S22,38
15,MAHARAJAN V,Independent,5115,0,5115,0.5,Tamil Nadu,Tirunelveli,S22,38
16,MANIKANDAN G,Independent,1957,0,1957,0.19,Tamil Nadu,Tirunelveli,S22,38
17,MANIKANDAN P,Independent,1079,0,1079,0.1,Tamil Nadu,Tirunelveli,S22,38
18,MANOHARAN P,Independent,2093,0,2093,0.2,Tamil Nadu,Tirunelveli,S22,38
19,MURUGESAN S,Independent,3428,0,3428,0.33,Tamil Nadu,Tirunelveli,S22,38
20,MICHAEL RAYAPPAN S,Independent,61760,0,61760,5.98,Tamil Nadu,Tirunelveli,S22,38
21,MOHANRAJ A,Independent,630,0,630,0.06,Tamil Nadu,Tirunelveli,S22,38
22,RAMASWAMY S,Independent,528,0,528,0.05,Tamil Nadu,Tirunelveli,S22,38
23,RAMAMOORTHI B,Independent,585,0,585,0.06,Tamil Nadu,Tirunelveli,S22,38
24,RAJIV VICTOR,Independent,627,0,627,0.06,Tamil Nadu,Tirunelveli,S22,38
25,RAJKUMAR A,Independent,771,0,771,0.07,Tamil Nadu,Tirunelveli,S22,38
